Accession  no,Sex,Nutrition,Slaughter Group,Date of Birth,Slaughter Date,Days at Death,Sca_GLP,Sca_BG,Sca_SLC,Hum_GL,Hum_GLC,Hum_SD,Hum_Bd,Hum_BT,Hum_BFT,Hum_HT,Hum_HTC,Rad_GL,Rad_Bp,Rad_BFp,Rad_SDmm,Rad_Bd,Mtc_GL,Mtc_Bp,Mtc_BFp,Mtc_SD,Mtc_BFd,Mtc_WCM,Mtc_WCL,Mtc_Dem,Mtc_Del,Mtc_Dvm,Mtc_Dvl,Mtc_BdFus,Pel_SDpu,Pel_SDmmpu,Pel_MRDA,Fem_GL,Fem_GLC,Fem_TC,Fem_SD,Fem_Bd,Tib_GL,Tib_Bp,Tib_SDml,Tib_SDmin,Tib_Bd,Tib_Dd,Navcu_GB,Mtt_GL,Mtt_Bp,Mtt_BFp,Mtt_SD,Mtt_BFd,Mtt_WCM,Mtt_WCL,Mtt_Dem,Mtt_Del,Mtt_Dvm,Mtt_Dvl,Mtt_BdFus,Ast_GLl,Ast_Bd,Ast_Dl,Cal_GL,Cal_BS,Cal_C,Cal_C&D,Cal_GDde,Sca_coracoid_fus,Hum_prox_fus,Hum_dist_fus,Rad_prox_fus,Rad_dist_fus,Mtc_dist_fus,Pel_acetabulum_fus,Fem_caput_fus,Fem_gt_fus,Fem_dist_fus,Tib_prox_fus,Tib_dist_fus,Mtt_dist_fus,Cal_prox_fus,Pph_fore_int_fus,Pph_fore_ext_fus,Pph_dist_int_fus,Pph_dist_ext_fus,Mph_fore_int_fus,Mph_fore_ext_fus,Mph_dist_int_fus,Mph_dist_ext_fus
3774,Male,Low,2,12/05/99,11/09/2000,488,30.25,19.82,17.56,125,110,12.58,29.35,27.46,26.87,17.88,13.78,132,29.59,27.56,15.41,28.07,111,21.4,21.18,12.68,24.4,11.7,11.3,9.83,9.5,14.95,14.47,25.53,7.26,8.44,6.73,151,151,19.57,14.37,36.92,181,38.47,13.16,10.53,25.52,19.78,22.62,117,20.02,19.96,10.78,23.73,11.55,10.1,8.94,8.71,14.91,14.07,23.84,26.94,18.25,14.93,51.88,15.27,13.31,22.07,22.06,fu,u,fu,fu,u,u,fu,u,u,u,u,fg,u,u,fo,fo,fo,fo,fu,fo,fo,fo
3775,Female,High,4,05/05/98,18/09/2000,867,31.92,21.26,19.05,140,124.5,15.16,31.02,29.41,28.84,19.34,15.12,150.5,32.04,29.77,17.13,29.66,121.5,24.04,22.61,13.41,26.23,11.85,11.6,10.66,10.1,16.26,15.68,26.32,5.57,8.45,4.02,169,166,21.13,17.82,39.76,198,42.23,15.17,12.05,27.63,20.87,23.77,132.5,20.82,20.4,11.78,25.5,11.6,10.45,10.38,9.61,16.43,15.34,24.61,28.57,19.39,16.14,55.72,16.63,12.89,22.94,21.96,fu,fo,fu,fu,fu,fu,fu,fu,fu,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3776,Castrate,High,8,17/05/96,04/09/2000,1571,32.16,20.11,19.97,135.5,122,14.15,31.54,29.28,28.88,19.02,14.81,151.5,33.12,29.38,17.84,28.95,121,23.62,22.81,13.8,26.28,12.3,11.6,11.26,10.55,16.68,16.05,25.81,6.52,8.08,6.64,167,166,19.43,16.84,38.59,202.5,42.26,15.64,11.4,27.01,20.63,24.15,130.5,20.8,20.72,11.77,24.81,11.55,10.5,10.52,9.52,16.53,15.39,23.52,27.92,19.28,15.26,54.9,16.16,13.19,22.91,23.03,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3777,Female,High,6,14/05/97,13/09/2000,1218,29.62,19.22,17.85,128,114.5,13.21,27.71,25.92,25.43,16.91,13.43,142,29.02,25.97,16.52,27.52,114.5,20.79,20.22,12.54,22.55,10.35,10,10.42,9.61,15.36,14.74,22.59,4.55,7.55,4.16,155,153.5,18.98,14.49,35.46,184,38.17,14.29,11,24.36,18.85,21.47,124,18.38,18.35,10.99,21.79,10.15,9.2,9.23,8.65,15.21,14.11,21.21,26.87,17.25,14.36,51.7,13.89,12.01,21.33,21.48,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3778,Female,High,8,05/05/96,11/09/2000,1590,32.41,19.55,20.3,133,118,14.97,30.66,27.71,27.05,17.92,13.87,136.5,29.87,26.62,17.7,28.79,112.5,22.37,21.52,14.13,24.97,11.55,11.35,10.13,9.36,14.86,14.3,25.03,6.32,10.16,4.67,162.5,159,20.22,17.26,37.85,188.5,39.24,15.53,12.24,25.09,19.77,22.48,120,19.8,19.58,12.08,23.46,10.95,9.9,9.51,8.65,14.92,13.9,22.9,26.72,17.41,14.63,53.48,15.85,12.15,21.81,22.04,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3779,Male,Low,4,07/05/98,06/09/2000,853,32.03,21.81,18.89,142,126.5,15.23,30.85,28.73,28.11,18.98,14.54,152,31.71,28.71,18.24,30.35,123,23.83,22.95,14.48,24.73,11.55,10.9,10.75,9.98,15.65,14.96,25.15,7.55,8.78,6.54,167.5,167,20.46,15.98,39.05,202,44.04,14.87,11.86,26.43,20.04,23.82,133,20.7,20.74,12.31,23.35,10.9,9.9,9.99,9.09,15.84,14.77,23.61,27.91,19,15.29,56.91,16.42,13.52,22.34,22.73,fu,fo,fu,fu,fo,fu,fu,fo,fo,fo,u,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3780,Female,High,4,30/04/98,13/09/2000,867,30.7,18.61,17.66,129,116,15.34,29.33,27.29,27.23,18.1,14.41,141,29.69,27.46,17.99,28.35,115.5,22.49,21.8,13.84,24.3,11.15,11.2,10.55,9.9,15.46,15,24.6,4.77,8.23,5.17,164.5,161.5,20.02,17.37,36.34,189.5,39.32,15.55,12.18,24.99,19.02,22.52,124,18.98,18.89,11.81,22.62,10.4,9.65,9.67,8.86,15.37,14.33,22.41,27.35,17.79,15.25,54.34,15.33,12.4,22.29,22.09,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3781,Castrate,High,4,03/05/98,06/09/2000,857,33.65,21.32,19.99,151.5,135.5,15.14,31.13,29.71,29.2,18.71,14.18,167,32.95,29.91,17.34,31.01,134,24.48,23.18,13.92,25.41,11.75,11.05,11.62,11.04,17.14,16.5,25.66,6.68,8.13,6.71,179,181,20.39,16.22,39.62,223,44.51,15.15,12.24,27.74,21.12,23.78,149,21.14,21.14,12.02,23.91,11.1,10.15,10.78,10.46,17.45,16.35,23.85,29.53,19.25,16,56.23,16.88,13.41,23.31,23.83,fu,fg,fu,fu,u,fu,fu,u,fu,u,fg,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3782,Female,High,6,12/05/97,13/09/2000,1220,31.47,19.29,18.55,134,118,13.15,28.28,26.52,25.9,16.84,13.44,139,28.77,26.61,16.48,27.57,117,22.25,21.35,13.07,23.45,10.7,10.25,10.28,9.89,15.1,14.6,23.76,5.79,8.61,5.12,161,157,19.01,15.89,35.61,193,38.59,14.28,11.88,24.97,19.48,20.54,126,19.09,18.9,11.44,22.87,10.2,9.35,9.53,8.98,15.09,14.28,22.96,26.47,16.46,13.92,53.11,15.15,11.89,21.21,20.77,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3783,Female,High,5,5/3/1999,04/12/2001,946,31.45,18.35,17.87,128.5,113.5,13.28,28.67,26.33,26.17,16.9,13.87,131.5,29.26,27.35,16.09,26.6,106,22.04,21.09,13.16,23.19,10.8,10.35,9.84,9.3,14.9,14.16,23.61,5.5,7.52,5.42,155,154.5,18.75,14.58,35.7,173,38.33,14.62,11.03,24.11,18.58,21.67,113,18.7,18.66,11.18,21.28,10,9.15,9.12,8.21,14.63,13.61,21.69,26.07,17.47,14.78,49.71,14.74,11.49,20.45,20.46,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3784,Female,High,7,5/10/1998,11/12/2001,1311,30.67,19.32,18.23,132,117,14.13,29.14,27.64,27.19,18.04,13.47,142,29.91,27.63,15.89,28.81,114,22.41,21.91,12.91,24.01,11.15,10.75,10.97,10.64,16.01,15.6,23.77,5.43,9.05,3.77,160,160.5,19.99,16.01,37.51,188.5,39.28,14.95,11.37,25.73,19.57,21.81,125,19.74,19.61,11.31,23.19,10.9,9.95,10.49,9.76,16.21,15.1,23.37,27.63,17.9,15.36,51.28,15.59,12.42,21.43,22.36,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3785,Female,Low,7,5/6/1998,05/12/2001,1309,31.74,17.83,19.11,132,118,14.36,28.37,26.24,25.63,17.32,13.99,137.5,28.32,25.7,17.58,27.86,109.5,21.52,20.93,13.14,24.1,11,10.75,9.5,8.72,14.26,13.79,23.53,4.73,8.6,3.92,158,157.5,19.26,16.77,35.61,182.5,38.23,14.81,11.7,23.15,19.35,20.97,116.5,18.6,18.58,11.51,23.2,10.65,9.85,9.2,8.05,14.59,13.46,22.44,26.17,16.39,14.69,50.54,15.19,12.82,20.51,20.72,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3786,Castrate,Low,1,21/05/01,13/12/2001,206,30.91,19.86,16.69,123,112.5,13.28,30.11,27.83,27.17,18.61,14.81,130,29.89,27.45,15,29.06,109.5,23.32,22.52,13.21,25.03,11.6,11.15,10.88,10.13,15.9,15.48,26.18,7.64,8.84,7.03,150.5,147.5,20.37,15.19,36.64,176,38.31,13.13,10.77,27.13,20.37,23.03,117.5,19.82,19.8,11.06,23.9,11,10.3,9.67,9.42,15.9,15.14,24.05,28.27,18.6,15.59,52.82,15.43,12.62,22.21,22.52,fo,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
3787,Castrate,Low,1,18/05/01,13/12/2001,209,31.51,18.96,16.82,120,108,12.69,29.22,26.74,25.51,18.18,13.83,123.5,28.59,26.05,15.21,29.31,106.5,23.27,22.34,12.78,24.78,11.4,11.2,10.55,9.68,15.49,14.74,26.78,6.97,8.19,6.57,143.5,143,19.63,14.35,36.85,170.5,37.57,13.37,11.33,25.53,20.46,22.95,115,20.24,19.81,11.18,23.96,11.2,10.3,9.27,8.25,15.14,14.24,24.72,27.46,18.59,15.06,53.06,15.27,11.95,21.94,21.12,fo,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
3788,Male,High,9,5/3/1997,03/12/2001,1675,32.84,22.01,20.3,140,123,14.52,31.44,28.9,28.11,18.47,14.07,149.5,31.95,28.75,18.12,29.84,118,23.72,22.67,14.05,25.28,11.85,11.3,10.78,10.4,15.53,15.12,25.73,8.44,9.97,7.08,169,165.5,20.43,16.13,39.09,200.5,40.88,14.68,11.92,26.14,20.39,23.5,128,21.24,20.72,11.57,23.76,10.75,10.15,9.52,9.02,15.36,14.7,24.09,27.11,18.26,14.48,55.23,16.75,12.55,21.63,22.13,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3789,Female,Low,7,5/11/1998,11/12/2001,1310,30.59,18.88,17.76,131,115,13.94,28.03,26.07,25.78,17.06,13.76,136,30.08,26.64,15.81,27.25,108,20.94,20.27,13.26,23.44,10.65,10.45,10.68,9.82,15.44,14.81,23.32,4.25,8.99,3.54,154,152.5,19.12,16.41,35.77,181,37.54,13.85,10.94,25.28,19.17,20.97,113.5,18.33,18.26,11.04,22.03,10.3,9.55,9.34,8.72,15.23,14.18,21.53,26.49,16.86,14.25,52.62,15,12.64,21.22,20.88,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3790,Male,Low,1,22/05/01,13/12/2001,205,33.55,18.11,16.49,119.5,109,12.99,29.22,27.22,26.32,18.16,15.14,122.5,29.01,27.05,15.22,29,105,22.63,22.23,12.94,24.12,11.3,10.85,10.8,10.24,15.59,15.01,25.63,7.23,9.11,7.74,142.5,143.5,20.71,14.31,35.37,166,38.01,12.93,10.69,25.58,19.4,22.08,112.5,20.26,20.1,10.94,23.82,10.95,10,9.75,9.3,15,14.16,24.23,27.76,17.87,15.61,50.39,15.02,12.11,21.73,21.98,fo,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
3791,Female,High,7,5/3/1998,05/12/2001,1312,31.87,20.96,18.92,130,115,14.85,30.79,28.56,28.35,19.01,14.32,134.5,32.34,29.04,16.73,29.58,112,24.22,23.15,13.57,24.41,11.55,10.85,10.78,10.54,15.75,15.4,25.22,5.93,8.87,3.88,157.5,156,20.53,17.84,38.9,184,42.55,14.56,11.07,26.59,19.83,23.57,124,21.06,20.79,11.45,23.63,10.95,9.95,10.49,9.69,16.11,15.12,23.36,28.87,19.36,15.68,56.72,16,13.47,22.88,23.59,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3792,Female,Low,1,17/05/01,13/12/2001,210,28.6,17.91,15.68,109.5,101,11.35,26.92,25.07,24.47,16.5,13.25,116.5,26.61,25.21,14.01,26.64,103.5,21.45,21.22,11.86,22.52,10.75,10.1,10.01,9.75,15.15,14.42,23.39,5.55,7.86,4.59,133,133,18.99,13.47,34.79,159,35.59,12.2,9.69,24.35,18.95,21.03,112,19.07,19,10.16,22.6,10.8,9.4,9.3,8.77,14.96,14.03,22.91,25.24,16.51,14.4,48.05,13.93,11.48,19.92,20.48,fu,u,fo,fu,u,u,fu,u,u,u,u,u,u,u,u,u,u,u,fo,fu,fo,fo
3793,Castrate,High,7,5/14/1998,11/12/2001,1307,32.81,20.38,19.91,136,121,15.04,30.26,28.87,28.23,18.59,15.08,148.5,30.64,28.08,17.85,29.92,116.5,22.8,21.83,14.14,24.28,11.1,10.4,10.76,9.93,15.51,14.82,24.51,5.99,9.15,4.71,164.5,164,20.31,17.02,38.2,198,40.64,15.84,11.92,26.33,20.43,23.41,127,20.16,19.69,12.35,23.01,10.4,9.65,10.1,9.15,15.68,14.67,23.5,27.45,17.87,14.84,55.29,15.73,13.16,22.41,22.06,fu,fo,fu,fu,fo,fu,fu,fo,fu,fo,u,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3794,Female,Low,1,19/05/01,13/12/2001,208,28.3,18.78,15.63,116.5,105,11.61,26.89,25.16,24.66,16.86,13.19,123,27.77,25.91,14.31,26.13,108,21.49,21.23,11.77,22.3,10.5,9.95,9.94,9.37,14.63,13.8,23.73,4.91,7.3,5.06,140.5,141.5,19.01,13.14,34.22,168.5,36.09,12.27,10.09,24.84,19.81,21.96,118.5,19.22,19.03,10.26,21.77,10.5,10.4,9.59,8.79,14.89,13.77,23.3,25.9,17.32,14.29,50.07,15.16,12.04,20.24,20.72,fu,u,fu,fu,u,u,fu,u,u,u,u,u,u,u,u,u,u,u,fo,fo,fo,fo
3795,Female,Low,9,5/11/1997,04/12/2001,1668,30.75,17.29,18.98,130.5,116.5,13.66,27.62,26.37,25.82,17.02,13.46,135,31.23,26.83,16.13,27.01,110,21.77,20.77,12.47,23.03,10.5,9.75,10.73,9.76,15.56,14.79,23.07,5.18,8.93,3.43,158,158,18.86,15.87,35.59,186,39.98,14.6,10.93,25.44,18.87,21.28,118,18.6,18.18,10.65,21.8,9.95,9.1,9.73,8.82,15.62,14.6,21.57,26.01,17.05,14.2,50.77,14.7,12.39,20.46,21,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3796,Female,High,1,17/05/01,13/12/2001,210,29.41,18.46,16.5,120.5,109.5,12.55,27.94,26.24,26.01,17.74,14.36,130.5,27.77,26.48,14.64,27.36,108,21.79,21.41,12.68,23.22,10.75,10.55,10.43,9.49,14.98,14.53,25.64,6.09,8.81,5.63,149.5,150,19.94,14.22,35.89,176.5,36.96,13,10.88,24.3,20.17,21.41,115.5,19,18.94,10.7,22.44,10.45,9.6,9.79,8.61,15.09,14.01,23.75,28.3,17.61,15.64,50.32,14.97,11.79,21.17,21.67,fu,u,fu,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,fo,fo,fo,fo
3797,Female,Low,9,5/9/1997,03/12/2001,1669,29.64,20.22,19.04,131,116.5,14.48,30.18,28,27.5,18.32,14.96,143.5,31.01,27.63,16.82,28.35,113.5,22.25,21.83,13.87,24.3,11.2,11,10.16,9.65,15.43,15.17,24.4,5.18,9.34,4.89,158,158,20.37,16.86,36.39,190.5,39.74,14.12,11.28,25.23,19.42,23.37,121,19.78,19.4,11.75,23.31,10.95,10.25,9.4,8.91,15.49,14.71,22.81,27.56,17.97,15.02,51.51,15.17,12.85,21.77,21.34,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3798,Male,Low,1,21/05/01,13/12/2001,206,31.77,18.39,16.6,117.5,108,12.87,28.28,26.05,24.44,18.06,13.84,121.5,27.14,25.26,14.62,27.41,106.5,21.2,21.19,12.39,22.85,11,10.6,10.9,10.4,15.35,14.73,24.07,7.48,8.44,8.29,141,145,19.92,14.6,35.39,166.5,37.04,12.77,9.86,25.18,19.52,22.12,116,19.58,19.44,10.4,22.85,10.9,9.8,9.66,8.83,15.3,14.33,23.58,26.81,17.64,14.94,50.44,15.12,11.85,21.47,21.25,fo,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,u,u,fg,u
3799,Castrate,Low,5,5/9/1999,04/12/2001,940,33.82,21.54,20.28,140,126,15.09,32.81,30.63,30.33,19.62,15.38,148.5,33.44,30.87,17.73,30.21,120,24.14,23.43,14.53,26.21,12.25,11.6,10.71,9.99,16.19,15.67,29.03,6.77,8.71,5.64,173,172,20.92,16.62,40,201.5,43.18,15.38,12.24,27.42,20.83,24.71,128,21.34,21.2,12.38,25.49,11.75,10.9,9.28,8.99,15.89,15.22,26.7,27.88,19.52,15.37,57.71,17.13,13.45,22.12,22.72,fu,fg,fu,fu,u,u,fu,u,u,u,u,fu,u,fo,fu,fu,fu,fu,fu,fu,fu,fu
3800,Female,Low,5,5/9/1999,04/12/2001,940,29.67,18.24,18.32,132.5,120,13.39,30.45,29.03,28.86,17.94,14.54,141.5,31.71,29.24,16.05,26.99,112.5,22.73,22.28,12.58,23.79,10.8,10.3,10.69,10.09,15.78,15.29,23.17,5.24,7.01,3.73,162.5,161,19.88,15.35,38.18,169,40.29,13.75,10.93,24.92,18.66,22.08,120,19.39,19.38,10.56,22.69,10.25,9.45,9.2,8.88,15.62,14.86,22.18,26.54,17.73,15.13,52.99,15.21,12.08,21.81,21.96,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3801,Female,Low,8,06/05/96,11/09/2000,1589,29.49,18.41,16.63,129,115.5,13.76,28.23,26.05,25.51,17.23,13.83,141,28.27,25.87,15.66,27.12,109.5,20.9,20.44,12.3,22.72,10.6,10.1,10.03,9.48,14.78,14.39,22.04,4.83,7.86,4.03,159,157,18.98,14.97,35.85,188,38.38,13.64,11.01,23.84,18.15,21.31,119,18.33,18.3,10.56,21.83,10.25,9.35,9.35,8.75,14.73,13.96,20.53,26.11,16.52,14.52,49.58,14.25,12.39,21.04,20.35,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3802,Castrate,Low,8,01/05/96,04/09/2000,1587,34.24,20.89,20.15,142,125,15.07,31.17,28.98,28.55,19.99,15,148.5,32.96,29.08,17.56,29.19,118.5,23.92,22.76,14.19,25.64,11.9,11.65,10.48,9.7,15.99,15.48,25.92,6.6,7.89,5.93,169.5,167.5,18.8,17.41,38.14,197.5,41.74,14.64,11.24,26,19.5,24.1,126.5,20.56,20.12,11.54,24.54,11.2,10.35,9.48,8.5,15.61,14.8,24.02,28.12,18.72,15.18,55.7,15.58,13.11,22.43,22.25,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3803,Female,Low,8,16/05/96,12/09/2000,1580,30.6,17.9,18.9,125,113.5,13.29,27.77,26.27,26.16,17.31,13.36,131.5,28.78,26.32,16.16,26.4,114,20.9,19.89,12.38,22.77,10.3,10,10.48,9.88,15.24,14.64,22.9,4.11,8.3,3.79,157.5,156,19.49,15.43,35.12,182,38.43,13.63,10.68,23.4,18.17,21.29,122.5,18.43,18.38,10.7,21.57,10.05,9.15,9.37,8.61,15.02,14.02,21.64,23.42,16.67,13.09,50.55,14.97,11.6,19.74,19.83,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3804,Male,Low,8,30/04/96,04/09/2000,1588,35.64,23.13,23.53,149.5,130.5,16.56,33.33,31.26,30.91,20.48,15.4,156.5,34.7,31.55,19.37,33.6,125,25.84,24.62,15.35,26.77,12.65,11.95,11.49,10.79,17.24,16.58,27.61,8.08,9.79,7.11,181,176,21.46,18.97,42.37,207,44.6,16.23,12.43,28.76,22.46,25.12,136.5,22.6,21.8,12.49,26.31,12.35,10.9,10.55,9.75,17.48,16.31,25.36,29.99,19.76,16.84,58.54,17.5,12.89,23.35,24.45,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3805,Castrate,Low,4,09/05/98,06/09/2000,851,29.88,19.49,16.69,133,118.5,12.86,30.76,28.71,28.24,17.83,14.63,145.5,30.85,28.73,15.79,28.1,120.5,22.55,22.01,12.96,24.91,11.6,11.25,10.33,9.53,15.45,15.07,25.39,4.07,6.6,4.39,162,162,19.62,13.73,37.08,199.5,39.65,13.35,10.58,25.66,19.58,22.42,130,20.2,20.17,10.91,23.69,11.4,9.95,9.4,8.52,15.22,14.37,23.52,27.98,18.13,15.7,55.39,15.89,12.82,22.2,22.17,fu,u,fu,fu,u,fo,fu,fg,fg,u,u,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu
3806,Male,High,2,22/05/99,11/09/2000,478,32.33,19.85,17.98,128.5,113,13.26,30.93,28.83,28.26,18.22,14.07,131,30.25,27.07,16.57,29.01,110,22.95,22.37,13.7,25.32,12,11.55,10.8,10.09,15.71,15.04,27.33,8.13,9.01,7.03,154.5,154,19.68,16.77,37.53,180,38.95,13.9,11.34,25.71,20.24,23.1,114.5,19.87,19.69,11.79,24.07,11.35,10.25,9.66,8.62,15.34,14.23,25.34,27.63,18.14,15.2,52.08,16.09,12.88,22.17,22.41,fu,u,fu,fu,u,u,fu,u,u,u,u,u,u,u,fo,fo,fo,u,fo,fu,fo,fo
3807,Castrate,High,4,07/05/98,06/09/2000,853,34.49,22.29,20.39,139.5,123.5,14.65,33.1,30.95,30.26,19.22,14.51,150,32.78,30.26,17.99,31.49,118.5,24.22,23.21,15.05,27.3,12.55,11.9,11.3,10.71,16.32,15.82,27.33,5.98,8.16,5.54,170.5,170,20.25,16.25,40.51,205,43,14.82,12.18,27.22,21.16,23.52,128,20.8,20.44,11.92,25.67,11.55,10.9,10.11,9.4,15.9,15.17,25.49,27.81,18.89,15.85,56.96,16.68,13.22,21.66,22.94,fu,fg,fu,fu,u,fu,fu,fg,fo,u,u,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3808,Female,Low,6,16/05/97,13/09/2000,1216,31.25,18.95,17.76,133.5,118.5,13.86,29.63,27.39,26.91,17.18,13.06,136,29.62,27.44,16.42,27.8,115.5,21.46,20.91,13.07,23.82,11.15,10.7,10.36,9.98,15.15,14.74,24.47,4.74,8.94,4.5,162,161,19.31,15.33,36.47,192.5,39.36,14.35,10.93,25.94,19.48,21.83,127,19.31,19.11,11.21,23.01,10.6,9.7,9.76,9.09,15.3,14.45,22.81,26.89,17.95,14.62,53.08,15.65,12.47,21.15,21.46,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3809,Castrate,High,6,07/05/97,05/09/2000,1217,33.42,23.02,20.31,146,130.5,15.89,32.9,30.43,30.2,19.83,15.71,155,33.16,30.44,17.94,30.93,127,24.3,23.83,14.68,27.13,12.55,12.1,11.79,11.15,17.19,16.4,26.22,7.14,9.5,6.93,175.5,174,20.11,18.46,40.37,210,43.02,15.67,12.19,28.14,20.82,25.32,139,20.98,20.83,13.04,25.64,11.7,10.85,10.86,10.34,17.12,15.98,24.44,28.75,19.96,16.61,58.69,17.49,12.89,23.16,23.64,fu,fo,fu,fu,fu,fu,fu,fu,fu,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3810,Male,High,4,05/05/98,06/09/2000,855,32.25,20.51,18.75,133.5,118,14.09,29.65,27.59,26.87,18.09,14.02,144,30.2,28.21,17.33,28.46,115.5,22.06,21.26,13.72,24.16,11.1,10.7,10.98,10.43,15.58,14.96,23.9,6.9,8.59,6.27,162,161,19.15,16.16,39.11,193,40.78,15.07,11.69,25.96,20.11,22.8,126,21.22,20.45,12.07,23.27,10.9,9.8,10.15,9.38,15.55,14.72,22.9,27.05,17.98,14.78,52.88,15.6,11.96,21.7,22.06,fu,fo,fu,fu,fu,fu,fu,fu,fu,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3811,Castrate,Low,6,07/05/97,05/09/2000,1217,32.64,20.97,19.88,145,130.5,15.06,30.99,29.56,29.21,18.81,14.25,163,31.92,29.24,17.2,31.28,128,23.56,22.46,13.99,25.91,12.05,11.4,11.06,10.18,16.33,15.63,25.91,7.54,8.67,5.89,176.5,176.5,20.2,16.85,39.23,212,41.38,14.72,10.94,25.58,19.87,23.37,137,20.53,20.45,11.73,24.82,11.25,10.45,10.15,9.36,16.28,15.22,25.36,28.98,18.51,15.82,58.11,16.09,13.1,22.49,22.6,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3812,Castrate,Low,6,04/05/97,05/09/2000,1220,35.19,21.58,20.45,145.5,129.5,15.47,32.09,29.58,29.43,19.49,14.91,162.5,33.54,30.85,17.91,31.08,129.5,24.99,23.59,13.95,25.98,12.1,11.35,11.42,10.61,16.64,15.67,25.73,7.48,8.93,5.89,182,180.5,21.59,18.38,39.02,216.5,43.16,15.96,12.22,27.48,21.13,23.96,139,21.98,21.6,12.31,25.07,11.7,10.75,10.61,9.87,16.74,15.66,24.78,27.03,18.77,15.62,57.54,16.99,13.21,21.78,22.49,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
